screen_name,created_at_month,created_at_day,created_at_year,country,location,friends_count,followers_count,statuses_count,favourites_count,favourited_count,dob_day,dob_year,dob_month,gender,mobile_favourites_count,mobile_favourited_count,education,experience,age,race,wage,retweeted_count,retweet_count,height
grniaiinl,2,4,2010,USA,San Jose California,247,258,886,1,29,30,1973,12,male,0,0,10,10,18,white,8.5,0,0,183
ntiowrTaa,8,24,2014,Mexico,Mexico,217,258,756,537,0,19,1999,5,male,0,0,10,0,37,white,22.74,1,53,183
hayrarTeD,3,5,2015,USA,New York USA,258,258,477,424,14,25,1973,1,male,0,0,13,16,28,white,19.66,1,6,177
oarnevAar,9,18,2011,USA,Denver Colorado,32,258,375,792,2,21,1994,1,male,0,0,12,0,45,white,11.76,0,0,176
na1l0ndo8,11,27,2014,USA,Wall Street,471,258,1411,855,9,12,1979,12,male,0,0,15,4,31,white,22.65,1,4,172
toadUkbdv,1,10,2011,Canada,Canada,713,258,795,136,4,24,1998,7,male,0,0,11,27,36,white,21.49,1,27,175
DNGLFTR,12,26,2013,Australia,Melbourne Australia,359,258,2422,1550,7,30,1994,7,male,0,0,16,38,35,white,31.59,1,1,180
edleycidd,10,25,2012,USA,New York NY,212,258,5872,3142,14,22,1935,6,female,0,0,10,10,54,white,10.49,0,0,157
eodsgrnoa,10,5,2011,USA,Nevada,248,258,2225,993,0,4,1950,12,female,0,0,12,25,35,white,18.44,1,109,167
rglefotia,6,21,2011,Earth,Worldwide,83,258,3533,674,8,6,1966,5,male,0,0,18,15,41,white,30.92,0,1,186
edhrgySbt,7,25,2014,USA,Boston,132,258,4104,401,3,28,1948,2,female,0,0,11,26,45,white,6.5,1,240,163
tcoimsh,4,8,2008,USA,Alabama,493,258,5669,382,10,13,1988,4,male,0,258,11,17,36,white,18.24,0,12,175
yarhlzmla,10,18,2013,USA,North Carolina,137,257,389,294,2,15,1994,2,male,0,0,17,0,33,white,10.15,1,186,176
pxtsc,8,6,2011,USA,Birmingham,1952,257,2164,3418,9,2,1995,2,male,0,0,14,-14,31,white,14.78,1,145,178
k0gojodea,10,19,2013,USA,Utah,280,257,447,333,5,29,1990,8,male,0,0,13,0,48,white,28.14,1,19,182
aryitevse,7,11,2009,USA,Somewhere,327,257,5923,1906,8,1,1987,1,male,0,0,16,0,47,white,11.18,0,1,190
nccooewhs,5,28,2009,USA,Nebraska,1381,257,37864,21,5,18,1985,3,male,0,0,11,6,53,white,26.16,0,0,190
m1M5eaosd,1,25,2014,Spain,Madrid Spain,76,257,1485,1564,9,7,1944,11,male,0,0,12,7,41,white,26.51,1,48,185
8sard1neo,6,22,2009,United Kingdom,United Kingdom,544,257,5984,373,9,19,1955,10,male,0,0,14,0,26,white,33.95,1,1,169
OnGSlutdo,1,26,2011,Canada,Toronto ON,89,257,4894,757,24,3,1985,5,male,0,0,8,0,48,white,21.72,4,5,169
ahrdwaibs,4,10,2012,Earth,worldwide,874,257,977,37,4,6,1989,8,male,0,0,11,0,44,white,31.73,1,51,168
lhdnsojla,8,29,2014,USA,New York USA,197,257,684,399,0,20,1969,9,male,0,0,3,35,26,white,14.52,1,162,178
rtlaSimen,4,1,2014,Canada,Toronto,6,257,851,0,0,19,1905,12,male,0,0,15,22,32,white,25.39,0,0,167
1nrdgrei,11,12,2011,Canada,Ottawa Canada,85,257,3756,347,9,31,1940,10,male,0,0,14,22,35,asian,28.11,2,17,167
mattasMwr,11,25,2010,USA,Philadelphia,177,257,29864,303,2,1,1950,4,male,0,0,16,0,31,white,5.5,1,235,177
utuoBcekr,10,24,2014,USA,San Jose CA,179,257,801,9,8,4,1991,5,male,0,0,9,0,48,white,17.47,0,0,169
YEAIEODRR,5,13,2013,USA,Dallas,230,256,3290,6,1,1,1971,2,female,0,0,11,17,16,arab,35.85,1,8,155
rilnfaotm,4,10,2010,Netherlands,The Netherlands,109,256,474,502,13,7,1983,12,female,0,0,14,0,36,white,21.74,0,4,165
impteg,3,26,2010,USA,Nevada,1129,256,1841,895,7,14,1992,2,male,0,0,11,13,27,white,22.54,1,66,182
rAvoeK,4,18,2011,USA,North Carolina,354,256,7114,927,15,29,1983,6,male,0,256,16,21,25,white,19.04,2,23,175
aNenDJC,4,11,2011,United Kingdom,United Kingdom,182,256,45467,48,10,8,1992,10,female,0,0,16,0,24,white,36.47,1,5,160
aoeytdnst,3,23,2015,USA,Louisiana,332,256,1259,980,5,17,1970,12,male,0,0,14,0,31,persian,22.54,1,1,168
e27lawest,9,27,2013,Turkey,Istanbul,333,256,863,463,1,6,1995,3,female,0,0,11,0,30,asian,9.5,0,0,157
perrurpte,1,21,2015,USA,florida,975,256,2387,569,5,26,1994,2,male,256,0,13,3,52,arab,36.08,2,22,169
voserIhnk,12,23,2010,USA,Stamford CT,186,256,1510,294,0,22,1973,4,male,0,0,16,0,53,indian,22.98,0,0,175
nioeHDsnp,3,1,2012,USA,Seattle,1099,256,1115,780,8,26,1990,6,male,0,0,13,21,52,persian,23.61,1,69,182
GBTAbklnA,6,3,2014,USA,SoCal,372,256,534,340,4,4,1977,2,male,0,0,17,0,36,white,14.71,1,874,167
llsenlee,4,30,2009,USA,Brooklyn,164,256,1053,215,8,15,1994,5,female,0,0,9,19,54,white,17.46,0,1,165
hcleedlr,12,16,2011,Brazil,Brasil,180,256,2213,638,1,28,1982,2,female,193,0,16,21,31,white,30.12,1,19,166
diaanab,7,31,2011,USA,Dallas TX,39,256,12786,63,22,13,1995,10,female,0,0,14,7,23,white,10.5,1,4,163
tGdxooit,2,7,2014,USA,Silicon Valley CA,73,256,262,6,3,13,1979,10,male,0,0,9,18,50,white,16.21312043,0,0,176
trmianhkk,3,10,2009,USA,Sacramento CA,1116,256,1192,7,23,17,1984,8,male,0,0,16,0,24,white,16.12,0,0,176
neraredrd,3,20,2014,India,hyderabad,24,256,7958,168,18,22,1990,11,male,0,0,10,18,43,white,20.72,0,0,174
mtdrGCrIS,8,21,2014,Canada,Calgary Alberta Canada,238,256,575,389,5,8,1987,8,male,0,0,14,0,38,white,24.93,1,1092,174
eeMrnDkei,2,8,2013,Canada,Vancouver BC,535,256,2341,967,88,1,1980,1,male,0,256,9,0,24,native american,10.73554371,0,8,165
seynjutug,2,11,2009,USA,Illinois,72,256,95303,93,44,7,1994,2,male,0,0,12,21,35,white,42.13439023,0,0,178
matcejiyr,9,26,2010,USA,bitly.comTwiBuildd,14,256,2685,263,29,23,1972,2,female,0,0,13,0,60,white,6.5,0,1,157
tenohsare,2,6,2015,Canada,Toronto Ontario Canada,176,256,14635,0,36,1,1988,1,male,0,0,12,-9,61,white,10.14,2,2,179
uipnNevkh,8,26,2014,USA,Oklahoma City OK,191,256,563,368,2,21,1963,7,female,0,0,12,0,32,white,14.16,1,162,158
Jhsnarega,2,27,2009,USA,California USA,736,256,9540,2333,5,19,1989,6,male,0,0,8,0,25,white,33.21,1,7,168
rtigxuadu,2,22,2015,USA,Los Angeles,192,256,4334,3800,12,5,1960,5,female,0,0,10,0,40,white,13.73,11,108,156
ilGr3Reya,5,9,2009,USA,Alaska,439,256,5967,1863,7,17,1996,1,male,0,0,15,18,35,white,11.42,1,2,174
deaveglsa,9,10,2011,USA,New York City NY,296,256,9882,477,21,12,1986,8,male,0,0,6,30,32,white,29.93,1,3,181
clTrRoppP,11,19,2013,USA,Charleston SC,367,255,604,56,14,23,1942,5,female,0,0,13,15,49,native american,24.08,1,6,158
nomnt2Mum,4,30,2012,USA,Brooklyn,287,255,1275,60,12,1,1978,1,female,0,0,13,17,39,latino,11.35,1,6,167
iehadrttl,1,22,2012,USA,Missouri,819,255,6445,1045,6,10,1957,6,female,0,0,12,25,40,white,10.9,1,88,161
yCmeejZse,11,28,2011,Canada,Toronto,1228,255,15565,17,22,1,1900,6,male,0,0,12,0,27,white,22.64,1,1268,164
ahlubs,3,2,2009,USA,California USA,154,255,1179,38,2,20,1988,7,female,192,0,9,0,33,white,26.84,1,28,147
u2ZrBieln,10,7,2012,USA,United States of America,340,255,3310,904,0,29,1986,8,male,0,0,14,20,52,white,11.79,1,240,176
lfeareids,10,29,2014,USA,South Florida,355,255,904,838,13,18,1938,6,female,0,0,15,34,50,white,27.22,2,19,157
bknlgtahi,10,9,2010,Kuwait,Kuwait,585,255,564,166,11,16,1964,8,female,0,0,10,41,33,arab,21.37,1,12,163
aiMlm5pas,7,1,2009,Brazil,Brazil,403,255,15799,591,5,3,1973,8,female,0,0,9,-2,26,white,19.83,1,147,155
pcdlis,2,11,2010,USA,san francisco,311,255,1954,6,11,12,1960,11,female,0,0,15,27,28,white,30.53,1,135,163
lpknawect,9,16,2014,USA,Oakland,441,255,564,285,1,16,1947,9,female,0,0,11,27,50,white,9.5,1,843,166
sldeocar1,2,16,2011,USA,california,256,255,18623,64,37,15,1989,4,female,0,0,12,0,44,white,13.71899035,1,79,156
lnfevrnao,12,28,2012,USA,Salt Lake City,943,255,5642,3800,3,21,1995,2,female,0,0,13,28,17,white,10.5,0,0,162
nHaaMDmr,4,9,2009,USA,Richmond VA,563,255,3475,1276,2,14,1994,1,male,0,0,11,0,24,white,12.4,1,3,175
wnloiegrP,9,4,2014,USA,Indiana,327,255,695,476,4,27,1995,5,male,0,0,15,0,63,white,48.26757692,0,10,179
ninotMiro,4,20,2011,USA,bitly.comTwiBuildd,1979,255,10491,39130,8,12,1985,12,female,0,0,13,21,33,latino,18.75,2,2,166
0hm12yloi,12,15,2011,England,london,1324,255,995,40,3,19,1980,4,female,0,0,12,0,18,white,14.82,0,0,164
yattnncst,3,20,2015,Turkey,Istanbul,434,255,150,17,4,9,1975,6,male,0,0,14,0,48,white,11.34,1,246,165
aJaysiolh,9,2,2014,USA,NC,464,255,629,351,1,4,1944,4,male,0,0,13,5,40,white,20.73,1,228,181
arGODacka,4,5,2015,USA,SF CA,117,255,38,23,1,28,1948,5,female,0,0,12,0,34,white,20.12,0,46,164
oiIvegtsC,4,30,2010,USA,West Coast,384,255,2434,165,7,9,1965,1,male,0,0,6,31,35,white,12.79,1,2,182
azgjaulaz,10,25,2010,Spain,Barcelona,279,255,858,26,1,23,1948,6,female,0,192,9,25,42,white,23.57,1,391,161
sBnolhlun,5,5,2009,USA,Florida USA,201,255,4494,1172,2,15,1988,11,male,0,0,17,0,38,white,23.24,0,0,176
eZlnyimAv,6,17,2009,Switzerland,Zurich Switzerland,315,254,273,2,5,5,1969,10,male,0,0,12,0,38,white,44.9600095,1,813,185
MJSJMS,6,26,2009,Russia,Moscow,439,254,1666,70,7,9,1971,10,male,0,254,14,-2,35,white,14.53,0,5,173
seSaIBatl,7,12,2011,Canada,Ontario Canada,228,254,555,4,3,28,1989,9,female,0,0,17,0,40,white,10.14,2,3,163
sslspiinf,2,25,2011,USA,Kansas City,273,254,7520,1,29,8,1977,8,female,0,0,7,11,68,native american,12.54,2,0,160
o1t1pkiyw,10,20,2012,USA,Detroit MI,218,254,2036,13216,2,6,1951,11,female,0,0,14,2,45,white,6.5,0,15,164
itiHkAnet,8,27,2012,Earth,Planet Earth,54,254,4021,4,11,20,1967,7,male,0,0,10,0,42,white,35.84,1,40,190
rnokkaris,9,12,2014,India,Bangalore India,208,254,503,334,3,13,1975,2,male,0,254,14,30,39,pacific islander,6,1,1013,176
eTooizmeg,6,3,2012,USA,Albuquerque NM,82,254,209,93,0,18,1972,12,male,0,254,12,0,43,latino,15.15,0,0,188
rPfrlioca,1,13,2015,Canada,Canada,157,254,7361,0,92,26,1950,1,female,191,0,6,16,50,white,24.85,1,2,162
ftahdryao,5,13,2014,USA,San Antonio TX,855,254,3837,5354,4,9,1976,10,male,0,0,14,0,49,white,33.26841109,1,4,171
MuEk2roi4,1,15,2010,USA,Brooklyn NY,449,254,6003,459,3,28,1966,6,female,0,0,10,20,45,white,15.72,1,1,152
rEc76Zi,8,26,2010,USA,Minnesota,153,254,4557,1481,0,9,1986,8,male,0,0,19,27,40,white,11.08,1,161,171
vrLoPou,2,6,2015,USA,Kentucky,1272,254,15368,0,58,1,1996,1,male,0,0,14,0,36,white,14.56,1,9,169
r1aNMYCy,12,28,2012,USA,Irvine CA,312,254,1640,687,11,27,1952,1,female,0,0,13,-16,45,white,25.14,11,33,159
MXhgbi,4,8,2015,India,Bangalore,0,254,273,171,0,28,1983,11,female,0,0,11,5,48,white,12.92,1,4,169
eryysaSgm,2,10,2015,USA,Sacramento,279,254,125,15,12,17,1977,9,male,0,0,11,1,41,asian,16.6,0,8,184
esttlale,9,25,2009,USA,Indiana,1998,254,409,1,4,20,1996,1,female,0,0,10,0,45,white,14.69,1,4,174
aziayRlni,7,5,2012,USA,North Carolina,167,254,1175,623,6,30,1992,7,female,0,0,11,4,43,white,16.5,1,1,158
4S4743871,3,19,2009,USA,Baltimore MD,418,254,4681,2443,8,1,1978,1,female,0,0,13,15,36,white,23.56,1,7,162
kuleimis,10,13,2009,USA,San Francisco Bay Area,240,254,18804,1046,1,30,1973,6,male,0,0,11,16,31,white,12.48,0,3,175
13a44tyk,10,17,2012,USA,Silicon Valley CA,583,254,8483,653,9,2,1964,7,male,0,0,10,16,41,white,62.9060313,0,0,176
0j2c0to0n,4,28,2009,USA,Dallas TX,174,254,6605,617,12,14,1981,9,female,0,0,10,-4,14,white,11.47507908,1,1,167
uucikssub,8,1,2010,USA,Palo Alto CA,409,253,17916,168,3,10,1993,7,male,0,0,15,19,34,white,21.07,1,28,167
MzdroaMti,10,11,2014,India,New Delhi,651,253,520,2130,3,14,1960,7,male,0,0,9,10,29,white,30.83,1,41,170
hlJTCntge,11,7,2010,USA,Akron Ohio,265,253,9721,2776,1,10,1987,3,male,0,0,14,8,53,white,30.36,0,5,180
cMicheaol,8,7,2009,Netherlands,Netherlands,447,253,4738,300,2,1,1991,1,male,0,0,13,22,45,white,18.17,1,112,181
ktegocell,3,1,2015,USA,San Francisco,1867,253,155,384,0,14,1982,6,male,0,0,13,0,37,white,49.73027444,0,0,177
ihiasavna,6,4,2014,USA,Los Angeles,308,253,517,325,3,12,1975,12,male,0,0,9,13,42,white,18.37,1,252,166
vreyVheeT,4,14,2014,Earth,The World,939,253,5052,1340,12,10,1981,9,male,0,0,9,0,35,latino,33.53,0,0,194
uizMasaMf,11,21,2014,USA,Boulder CO,289,253,1652,573,1,3,1988,6,male,0,0,17,24,40,white,17.61,1,28,184
irEdSchae,4,15,2014,USA,Portland Oregon,497,252,200,65,10,26,1979,2,male,0,0,12,36,70,white,20.34,0,0,178
dyBnew,2,28,2009,France,France,69,252,3160,0,3,1,1988,1,male,0,0,17,0,29,white,17.68,1,11,179
ertedtsvt,4,3,2009,USA,Austin Texas,496,252,12176,177,6,10,1953,4,female,0,0,10,1,25,white,7.5,1,3,168
smnaiosgu,6,2,2009,USA,Dallas Texas,360,252,1529,258,9,4,1980,11,male,0,0,9,33,31,white,10.53,0,6,177
mKodlaanl,10,18,2013,USA,Indiana,121,252,356,313,3,1,1993,1,male,0,0,12,-2,21,mixed,11.3,1,187,184
clcdamy,12,21,2010,Canada,Toronto Ontario,262,252,404,95,6,20,1972,10,female,0,0,13,2,48,asian,10.63,1,1,153
fai4Zn,12,6,2014,England,London UK,42,252,23523,21,186,22,1959,10,male,0,0,16,0,29,white,19.2,0,0,176
SiaGiClcA,12,20,2014,Spain,Espana,494,252,1978,503,7,19,1998,10,male,0,252,10,21,36,white,20.43,2,19,190
ocaycbnoa,12,7,2011,USA,Miami FL,48,252,7756,3936,10,1,1978,5,male,0,0,15,0,46,asian,16.37,0,0,181
rvu7a9aGG,4,16,2013,Argentina,Buenos Aires Argentina,681,252,1398,1138,11,1,1965,6,female,0,0,11,0,40,white,13.76,1,1,164
twseaEdnt,2,4,2011,USA,Los Angeles CA,385,252,1069,15,21,1,1974,6,female,0,0,14,35,50,white,11.73540813,1,52,161
arlarakpg,7,11,2009,USA,New Jersey,550,252,1545,644,18,3,1975,10,male,0,0,12,0,48,white,31.96,0,0,184
tvokailto,2,24,2014,England,Liverpool,134,252,2487,4,6,11,1994,2,male,252,0,11,24,32,white,22.15,1,66,174
heeSofdaf,6,6,2010,USA,Southern California,689,252,9729,373,10,30,1984,6,male,0,0,13,0,34,white,37,1,1,183
nvvvaakde,4,26,2010,USA,Milwaukee WI,480,252,5158,1182,3,1,1970,3,male,252,0,15,16,16,white,14.96,2,28,178
snoueEtth,2,24,2015,Russia,Moscow,564,252,577,21,2,1,1998,8,female,0,0,16,0,55,white,32.52,9,28,155
iercck1me,9,15,2011,USA,Southern California,78,252,882,494,0,6,1963,12,female,0,190,15,12,45,white,7,1,20,160
oirsmca,5,31,2010,England,Newcastle,101,252,184,11,16,1,1905,1,female,0,0,16,19,58,white,18.2,1,6,157
lziolpeg,2,17,2009,USA,Atlanta Georgia,225,252,11994,911,6,16,1992,1,male,0,0,10,16,28,white,42.16,0,7,181
t3oskgsea,3,16,2011,Canada,Vancouver Canada,202,252,2324,76,4,24,1970,4,female,0,0,7,32,51,white,10.48445332,0,0,158
i1a1jns2a,7,27,2008,USA,Oakland CA,277,252,5042,414,3,22,1982,10,male,0,0,13,0,34,white,43.24252239,0,0,177
kmeioslAi,12,30,2011,USA,Georgia,154,252,161,113,5,6,1996,2,female,0,0,11,0,51,white,10.64,0,0,166
4Pcckiuh,7,19,2014,USA,New York City,1932,252,915,12,4,6,1976,4,female,0,0,15,20,18,white,23.65,0,0,167
oaBrGlilM,1,20,2015,Denmark,Copenhagen,258,251,2185,223,259,1,1972,1,male,251,251,17,29,35,white,23.76,0,6,174
aurupelyb,11,18,2010,USA,East Coast,602,251,1466,243,9,15,1980,5,male,0,0,15,0,39,white,34.28,0,101,177
tkedocear,4,4,2009,USA,Cincinnati OH,177,251,8504,73,5,18,1944,4,male,0,0,12,0,28,white,26.24,0,0,184
escsafltn,7,2,2011,USA,Manhattan,396,251,2623,32,6,30,1955,1,male,0,0,13,19,39,white,11.28,2,20,179
fnbiusgof,11,22,2008,USA,U.S.,626,251,2761,191,2,24,1965,10,male,251,0,9,34,40,white,15.47,0,0,171
lRylrroTe,9,21,2011,USA,Maryland,25,251,688,9,7,10,1998,3,female,0,0,19,0,33,white,29.13,0,0,155
m7aoljmi7,12,16,2010,USA,Iowa,309,251,2433,4121,12,7,1921,7,female,0,0,9,0,30,hispanic,6.5,0,1,168
1u9DleRin,1,9,2012,USA,Illinois,422,251,594,203,17,2,1988,2,male,0,0,8,30,39,white,8,1,4,172
reisamaa,6,24,2009,Argentina,Buenos Aires,367,251,2067,27,1,16,1993,4,female,0,0,11,0,24,white,15.28,1,2,167
fooePwllo,2,27,2012,USA,Englewood Cliffs NJ,184,251,1057,68,8,10,1988,5,male,0,0,14,19,51,white,12.21,0,0,181
h7nj3trh4,1,17,2012,Canada,Ontario Canada,112,251,36796,7314,23,26,1970,7,male,0,0,13,0,39,white,21.02,12,56,169
bo8rb0,8,26,2011,USA,san francisco,210,251,11466,1284,9,1,2000,6,female,0,0,14,3,35,white,18.3,1,78,162
itHsryenl,2,18,2015,Kenya,Nairobi Kenya,1178,251,97,29,0,1,1980,1,male,0,0,10,39,29,white,16.83,1,249,170
rnaeoIdrD,4,3,2010,USA,Somewhere,1379,251,9882,5712,11,3,1987,3,female,0,0,13,7,30,white,13.04,0,0,160
detmspa,11,28,2011,USA,Cleveland OH  San Diego CA,624,251,2341,705,3,8,1990,12,female,0,0,16,45,31,white,16.08,1,2,155
sCoerinCu,8,3,2011,USA,New York,51,251,19749,3488,3,1,1905,1,female,0,189,13,33,25,white,7.5,1,1,156
myrjao,2,6,2014,India,Chennai,256,251,2026,2423,0,25,1980,1,male,0,0,17,30,42,white,9,1,15,172
rtGai85kK,4,12,2011,USA,Cleveland,202,251,1988,58,9,7,1990,2,female,0,0,12,17,15,white,20.11,0,0,165
iWMMdsRra,7,29,2014,India,New Delhi,136,251,560,287,3,1,1995,10,male,0,0,12,0,38,white,17.07,1,843,172
MeRrabiyC,6,12,2013,United Kingdom,England,567,251,452,210,7,26,1966,3,male,0,0,17,-8,34,white,8,1,6,174
ielZGidvD,11,21,2013,USA,Hawaii,273,251,726,77,19,18,1940,1,male,0,0,10,30,46,white,25.88,4,23,167
iEdeYpNat,8,18,2011,USA,South Florida,412,251,11962,685,8,17,1988,2,male,251,0,14,8,40,white,74.84028157,0,8,167
ntrmhuaiP,4,12,2015,USA,Cleveland OH,858,250,37,0,3,10,1950,11,female,0,0,10,16,47,hispanic,14.81,0,0,157
2ta13twts,1,5,2012,USA,San Diego CA,160,250,29025,1207,2,2,1991,8,male,0,0,8,-2,44,white,7,1,295,176
IgHe06m3P,9,28,2013,USA,Fort Worth,385,250,616,336,2,31,1982,12,male,0,0,17,0,35,white,35.08647834,1,122,169
VtIeepI,3,3,2009,India,hyderabad,295,250,1032,22,8,8,1988,8,male,0,0,12,9,56,white,6,1,89,189
t1medssou,7,8,2010,USA,Miami Florida,77,250,8180,0,1,2,1989,2,female,0,0,12,22,49,white,7,0,0,159
ticsleaes,10,19,2013,USA,San Diego CA,120,250,375,302,1,30,1986,11,male,0,250,10,40,28,white,10.17,1,39,178
udkaamZS,7,9,2014,USA,Nevada,633,250,400,237,13,1,2000,1,female,0,0,13,7,13,white,18.78,2,12,165
lklotuebr,10,3,2013,USA,Tampa FL,102,250,33,4,0,4,1979,10,female,0,0,11,0,24,white,14.52,1,7,165
aoarmrimJ,8,12,2013,USA,florida,195,250,1682,0,6,27,1974,5,female,0,0,14,5,26,white,19.09,1,180,166
TThTaiaPo,3,29,2015,USA,Baltimore MD,234,250,469,14,1,22,1962,6,female,0,0,14,22,34,white,42.32,0,2,160
rhereaiys,1,20,2011,USA,Nevada,332,250,2747,186,3,21,1980,7,male,0,0,15,4,34,white,88.67695199,0,0,174
asrJyBsse,6,3,2009,USA,New York City NY,61,250,974,268,4,1,1981,1,male,0,0,15,0,43,white,31.45,0,0,187
inisrNeHu,12,1,2011,USA,Alaska,67,250,20241,24,13,31,1949,5,male,0,0,11,0,64,white,7.5,0,0,184
HlcilkEaM,12,20,2010,USA,Louisiana,926,250,8343,504,7,2,1980,7,male,0,250,13,0,31,white,34.45,0,0,181
mgaotni,9,21,2009,Italy,Milan,401,250,1025,38,20,24,1953,1,female,0,0,9,12,33,arab,14.71,0,10,158
elydKeooW,2,25,2009,Spain,Spain,196,250,7964,6080,5,21,1990,9,female,0,0,10,6,39,white,19.23,0,0,162
brifoeenf,10,25,2012,Colombia,Colombia,1997,250,17740,3708,27,19,1930,10,female,0,0,14,-2,33,white,14.38,1,4,159
lroofengn,12,16,2013,USA,Silicon Valley,320,250,1098,16,1,1,1980,1,male,0,0,13,0,15,white,14.05,1,8,176
ysHLqtdaa,6,8,2014,USA,Brooklyn,250,250,2139,1325,11,17,1962,6,female,0,0,18,0,30,pacific islander,22.26,1,9,161
noJeeTras,3,6,2011,USA,Dallas Texas,839,250,370,338,12,30,1952,6,male,0,250,19,12,38,white,26.69,1,87,184
navravqaj,6,6,2011,USA,Hawaii,299,250,6457,533,2,14,1981,9,male,0,0,13,14,31,latino,28.6,0,0,175
gdereriaf,1,9,2011,Spain,Spain,516,250,2343,219,18,9,1955,8,male,0,0,16,0,38,white,18.73,0,3,186
23aramlev,6,12,2011,India,Hyderabad,487,250,31913,0,16,7,1975,3,female,0,0,12,6,39,white,23.33,0,21,160
nehtSSeup,8,7,2010,USA,Vermont,151,250,3036,4340,18,1,1991,1,male,250,0,14,0,56,white,22.82,0,0,179
bmrtptaly,10,18,2013,USA,NASDAQ,125,250,447,357,0,25,1993,3,male,0,250,14,1,45,white,7,1,48,181
sPhATktOC,11,14,2014,USA,san francisco,1911,249,207,3027,1,16,1994,9,male,0,0,9,-2,28,white,15.62,2,11,173
leabeojtr,1,31,2013,India,Mumbai India,726,249,7852,1505,11,27,1985,10,male,0,0,10,26,48,white,16.1,1,1,174
mrpsignaa,5,13,2014,India,Dubai,197,249,2143,1379,7,15,1980,11,male,0,0,11,0,32,white,19.13,0,0,174
r0b1w,12,8,2012,USA,Chicago IL,220,249,697,798,6,27,1978,5,male,0,0,13,19,27,white,17.79,2,2,175
taterlsas,4,16,2009,Japan,Tokyo,635,249,219,24,0,13,1970,12,male,0,0,8,38,51,white,67.23234819,1,813,184
aehhunilt,9,27,2013,USA,Tennessee,796,249,1569,11069,4,25,1987,6,male,0,0,14,35,44,white,28.82,0,0,172
e2ha3js,1,4,2010,Earth,International,991,249,29547,524,14,16,1981,5,male,0,0,9,-7,42,white,13.61,1,76,183
eoiacbdde,8,10,2011,Canada,Vancouver,170,249,37528,7570,36,18,1982,9,male,0,0,15,0,34,white,20.43157427,1,9,171
sotootkSR,2,16,2015,USA,United States of America,656,249,66,12,1,12,1951,12,male,0,0,15,0,31,asian,29.05,0,39,185
9A136yer7,2,6,2015,USA,Phoenix AZ,173,249,15061,0,26,22,1988,2,male,0,0,11,0,39,latino,25.79,1,559,173
cmQytaHse,8,19,2014,USA,Madison WI,168,249,566,321,3,23,1971,9,male,0,0,11,23,58,indian,29.28,1,768,166
ilBlTsyi,1,6,2012,USA,Indiana,71,248,4618,891,11,9,1990,4,female,0,0,10,13,25,white,20.63,1,30,169
ml0rpa02e,2,25,2009,Canada,Toronto,295,248,2578,10,4,21,1990,8,female,0,0,14,9,46,white,28.4,0,1,156
nLFrhnlag,10,18,2013,Canada,Vancouver Canada,387,248,417,374,3,7,1990,11,male,0,0,8,0,38,white,29.6,0,4,173
osoarTbL,7,17,2013,USA,Buffalo NY,162,248,1761,16,18,11,1986,7,female,0,0,17,11,30,asian,10.4082996,0,0,164
uey7Kar7G,3,1,2014,USA,Raleigh NC,322,248,8493,13,7,11,1947,7,female,0,187,13,10,22,white,13.54504307,2,4,159
7wtc,5,3,2011,USA,SF CA,670,248,3829,3153,18,1,1994,3,male,248,0,15,0,39,white,34.96,0,0,173
ahg4r31v9,9,25,2011,USA,Philly,549,248,6636,89,16,3,1993,10,female,0,187,11,4,52,hispanic,9.5,0,0,166
siarmkmaa,12,1,2010,USA,California USA,177,248,1769,68,8,1,1988,1,male,0,0,12,18,32,white,8.5,0,0,191
wcmhimoev,2,22,2012,USA,Dallas TX,255,248,989,92,8,1,1946,6,male,0,0,8,0,21,white,15.76,1,5,179
jhnnaihoa,1,15,2011,USA,Indianapolis,488,248,4805,139,8,18,1993,11,male,0,0,15,23,17,white,10,1,5,182
ntlapeyse,2,6,2013,USA,New Jersey USA,50,248,3373,11,11,14,1981,2,male,0,0,17,0,48,latino,15.45,0,0,169
5i5e6rso,2,7,2015,England,London,386,248,15589,0,27,24,1984,3,male,0,0,11,4,34,asian,39.97,1,1268,181
sdhhha,12,3,2010,USA,Philly,477,248,1006,209,8,10,1983,3,female,0,0,14,23,55,mixed,40.04,0,20,163
dahlyerl,10,27,2014,USA,Washington D.C.,47,248,102111,4,43,2,1954,9,female,0,0,11,21,22,white,19.81,0,0,162
s1oiSa4er,9,6,2014,USA,TX,742,248,1628,1452,16,22,1991,9,male,0,248,10,0,25,white,33.03,2,139,183
ohlkaimar,8,9,2009,USA,Hawaii,141,248,4169,738,8,22,1990,5,female,0,0,8,0,36,white,25.12,0,0,158
arr3t1ne0,10,24,2009,Ireland,Dublin Ireland,436,248,3070,2078,11,10,1971,1,male,0,0,17,46,12,asian,10,0,0,170
yS0lA2,11,9,2009,Belgium,Belgium,636,248,1462,156,11,13,1975,1,male,0,0,13,0,53,white,30.32,1,6,184
aeruLkLef,2,18,2012,Switzerland,Zurich Switzerland,215,248,10951,4421,2,14,1988,12,male,0,0,12,13,15,white,13.66,1,120,164
plbaaecec,2,7,2015,India,Delhi,157,248,766,454,0,27,1985,6,male,0,0,13,0,40,white,28.43,1,53,171
earlambrb,9,17,2014,USA,Seattle,482,248,540,289,3,20,1993,1,female,0,0,13,0,40,white,6.5,1,843,164
